amazon-order-id	merchant-order-id	purchase-date	last-updated-date	order-status	fulfillment-channel	sales-channel	order-channel	ship-service-level	product-name	sku	asin	number-of-items	item-status	quantity	currency	item-price	item-tax	shipping-price	shipping-tax	gift-wrap-price	gift-wrap-tax	item-promotion-discount	ship-promotion-discount	ship-city	ship-state	ship-postal-code	ship-country	promotion-ids	cpf	is-business-order	purchase-order-number	price-designation	fulfilled-by	is-replacement-order	original-order-id	is-buyer-requested-cancellation	buyer-requested-cancel-reason	signature-confirmation-recommended
114-7991729-1074626	5440977	2025-07-23T06:21:28+00:00	2025-07-24T05:14:28+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Jarrow Formulas® QH-absorb® + PQQ, Dietary Supplement, Antioxidant Support for Mitochondrial Biogenesis, Cellular Energy Production and Cardiovascular Health, 60 Softgels, 60 Day Supply	JF-10007	B010EAND4K	1	Shipped	2	USD	105.0								KILLEEN	TX	76543-3114	US			false				false		false		false
112-2079735-7776226	5440976	2025-07-23T06:19:19+00:00	2025-07-23T21:04:49+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Move Free Advanced Glucosamine Chondroitin MSM Joint Support Supplement, Supports Mobility Comfort Strength Flexibility & Bone - 120 Count (Pack of 3)	RBB-19633-3PK	B07Z98X1QZ	3	Shipped	2	USD	132.0	12.88							LOS ANGELES	CA	90024-8004	US			false				false		false		false
114-2504178-0887440	114-2504178-0887440	2025-07-23T06:18:17+00:00	2025-07-27T13:23:08+00:00	Pending	Amazon	Amazon.com		Standard	Finish - All in 1 - Dishwasher Detergent - Powerball - Dishwashing Tablets - Dish Tabs - Fresh Scent, 94 Count (Pack of 1) - Packaging May Vary	HYF-8107-FBA-NEW	B06XX33G82		Unshipped	1	USD	24.0								Gilbert	AZ	85234	US	FBA Subscribe & Save Discount		false				false		false		false
113-6010485-5788203	113-6010485-5788203	2025-07-23T06:15:35+00:00	2025-07-23T07:19:29+00:00	Shipped	Amazon	Amazon.com		Expedited	Biofreeze Pain Relief Patches, Arthritis Pain Reliver, Knee & Lower Back Pain Relief Patch, Sore Muscle Relief, Neck Pain Relief, FSA Eligible, 3 Pack	TB-30004-3PK-FBA	B07Q39FSMR		Shipped	1	USD	25.55		2.99					2.99	Toms River	NJ	08753	US			false				false		false		false
113-8642727-8577866	5440975	2025-07-23T06:11:30+00:00	2025-07-25T03:22:22+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Vitamin C 750mg (per Serving) - Airborne Assorted Fruit Flavored Gummies (63 Count in a Bottle), Gluten-Free Immune Support Supplement with Vitamins A C E, Selenium, Echinacea & Ginger	RB-19623	B01FC2EPLK	1	Shipped	1	USD	20.49	1.66							SAHUARITA	AZ	85629-6751	US			false				false		false		false
111-2769757-3197061	111-2769757-3197061	2025-07-23T06:10:30+00:00	2025-07-24T20:14:39+00:00	Shipped	Amazon	Amazon.com		Expedited	Biofreeze Menthol Pain Relieving Cream 3 OZ Jar (Pack Of 2) For Pain Relief Associated With Sore Muscles, Arthritis, Simple Backaches, And Joint Pain	TB-30006 -2PK-FBA	B07LCFST1D		Shipped	1	USD	24.55	2.15							NAPA	CA	94558-2060	US			false				false		false		false
111-1102901-3133034	111-1102901-3133034	2025-07-23T06:10:21+00:00	2025-07-25T08:48:31+00:00	Shipped	Amazon	Amazon.com		Standard	Digestive Advantage IBS Probiotics for Digestive Health & Intensive Bowel Support, for Women & Men with Digestive Enzymes, Support for Occasional Bloa	RB-19606-2PK-FBA	B00MSYILAC		Shipped	1	USD	37.99		0.98					0.98	New Milford	NJ	07646	US	US Core Free Shipping Promotion A3JU1FCINF5SD0		false				false		false		false
113-7054813-8919438	5440971	2025-07-23T06:07:59+00:00	2025-07-24T19:24:29+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Move Free Advanced Glucosamine Chondroitin MSM Joint Support Supplement, Supports Mobility Comfort Strength Flexibility & Bone - 120 Count (Pack of 3)	RBB-19633-3PK	B07Z98X1QZ	3	Shipped	1	USD	66.0								JERSEY CITY	NJ	07306-3723	US			false				false		false		false
112-7846212-0349061	112-7846212-0349061	2025-07-23T06:06:13+00:00	2025-07-23T06:06:23+00:00	Pending	Amazon	Amazon.com		Standard	NEURIVA Memory 3D Brain Supplement - Nootropic Capsules for Memory, Focus & Cognitive Function - Short Term, Long Term, & Working Memory Support - 50c	RB-19663-2PK-FBA	B0F3BLZC5X		Unshipped	1	USD	109.0								GRANITE BAY	CA	95746-7600	US	FBA Subscribe & Save Discount		false				false		false		false
112-4078649-7320255	5440970	2025-07-23T06:05:19+00:00	2025-07-23T21:04:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Airborne 1000mg Vitamin C + Zinc Immune Support Supplement Chewable Tablets, Very Berry Flavor with Powerful Antioxidants Vitamins A C & E, 116 Chewable Tablets (2 Pack)	RB-19620-2PK	B0787D4ZG3	2	Shipped	1	USD	38.49								SARASOTA	FL	34239-5942	US			false				false		false		false
112-8920232-7895403	112-8920232-7895403	2025-07-23T06:00:35+00:00	2025-07-25T00:08:59+00:00	Shipped	Amazon	Amazon.com		Expedited	Cepacol Mouth Wash Gold Size 24 Oz - Case of 6	UB-40019-6PK-FBA	B000RKVSVI		Shipped	1	USD	42.49	4.14							LOS ANGELES	CA	90064-3440	US			false				false		false		false
114-5919687-6652246		2025-07-23T06:00:32+00:00	2025-07-24T02:57:36+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Lysol To Go Disinfectant Spray, Crisp Linen, Travel Size - 1.5 oz (Pack of 4)	HYL-8518-4PK	B00129JTXM	4		0										SNELLVILLE	GA	30039-7047	US			false				false		false		false
114-6458924-7175462	114-6458924-7175462	2025-07-23T06:00:25+00:00	2025-07-27T17:39:35+00:00	Pending	Amazon	Amazon.com		Standard	Finish - All in 1 - Dishwasher Detergent - Powerball - Dishwashing Tablets - Dish Tabs - Fresh Scent, 94 Count (Pack of 1) - Packaging May Vary	HYF-8107-FBA-NEW	B06XX33G82		Unshipped	1	USD	24.0								Walla Walla	WA	99362-9397	US	FBA Subscribe & Save Discount		false				false		false		false
113-5238859-0672248	113-5238859-0672248	2025-07-23T05:59:32+00:00	2025-07-24T04:44:19+00:00	Shipped	Amazon	Amazon.com		Expedited	D-Con No View, No Touch Covered Mouse Trap, 6 Pack (2 Traps Each) (Packaging May Vary)	HYD-8001-6PK-FBA	B07Q86VPBY		Shipped	1	USD	30.6	2.22							Dunnigan	CA	95937	US			false				false		false		false
113-8691141-4772232	113-8691141-4772232	2025-07-23T05:56:55+00:00	2025-07-23T17:55:31+00:00	Shipped	Amazon	Amazon.com		Expedited	K-Y Liquibeads Silicone-Based Formula 6 Bead Inserts and 6 Applicators Vaginal Moisturizer & Lube for More Comfortable Sex For Men, Women and Couples	IB-60001-3PK-FBA	B010MJNMK8		Shipped	1	USD	37.99								COTTAGE GROVE	OREGON	97424-8555	US			false				false		false		false
114-9804059-3037867	114-9804059-3037867	2025-07-23T05:54:44+00:00	2025-07-23T05:54:52+00:00	Pending	Amazon	Amazon.com		Expedited	Finish - All in 1 - Dishwasher Detergent - Powerball - Dishwashing Tablets - Dish Tabs - Fresh Scent, 94 Count (Pack of 1) - Packaging May Vary	HYF-8107-FBA-NEW	B06XX33G82		Unshipped	1	USD	24.0								STEVENSON RANCH	CA	91381-1818	US	Subscribe and Save Promotion V2		false				false		false		false
112-3541911-7519465		2025-07-23T05:53:00+00:00	2025-07-23T05:57:59+00:00	Cancelled	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Airborne 1000mg Vitamin C + Zinc Immune Support Supplement Chewable Tablets, Very Berry Flavor with Powerful Antioxidants Vitamins A C & E, 116 Chewable Tablets (2 Pack)	RB-19620-2PK	B0787D4ZG3	2		0										NAPLES	FL	34102-0625	US			false				false		false		false
111-8026836-1209813	111-8026836-1209813	2025-07-23T05:52:45+00:00	2025-07-24T07:52:51+00:00	Shipped	Amazon	Amazon.com		Expedited	Lysol To Go Bundle - 1.5 Ounce Crisp Linen Disinfectant Spray and Lemon Lime Disinfecting Wipes Flat Pack (15 Count)	HYL-8511-8518-FBA	B0BV3C6BVY		Shipped	1	USD	9.5	0.84							SOUTH RICHMOND HILL	NY	11419-2309	US			false				false		false		false
111-9828822-4922634	5440969	2025-07-23T05:50:07+00:00	2025-07-25T20:32:09+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Veet Sensitive Formula with Aloe Vera In Shower 13.5 Fl Oz. Hair Removal Cream for Legs & Body (2 Pack)	PB-50017-2PK	B01LXYDELP	2	Shipped	1	USD	24.99	1.75							INDIANAPOLIS	IN	46229-3830	US			false				false		false		false
113-4128480-8127439	5440968	2025-07-23T05:47:01+00:00	2025-07-23T21:04:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Airborne 750mg Vitamin C Immune Support Supplement Gummies for Adults, Assorted Fruit Flavor, Gluten Free Crafted Blend with Powerful Antioxidants Vitamins A C & E, 42 Gummies (2 Pack)	RB-19577-2PK	B00O3IBF2M	2	Shipped	1	USD	28.49	2.56							MANTECA	CA	95336-3018	US			false				false		false		false
113-9419116-4961025	5440967	2025-07-23T05:44:38+00:00	2025-07-23T21:04:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Lysol To Go Disinfectant Spray, Crisp Linen, Travel Size - 1.5 oz (Pack of 4)	HYL-8518-4PK	B00129JTXM	4	Shipped	4	USD	59.6	4.6							SACRAMENTO	CA	95828-9316	US			false				false		false		false
112-6718875-2842668	5440966	2025-07-23T05:41:47+00:00	2025-07-23T21:04:47+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Cepacol Maximum Strength Throat Pain Relief Lozenges Honey Lemon - 16 ct, Pack of 4	UB-40028-4PK	B078YG1BJP	4	Shipped	1	USD	16.49	1.44							DANVILLE	CA	94506-4604	US			false				false		false		false
112-9785718-6489817	5440965	2025-07-23T05:41:46+00:00	2025-07-24T16:34:40+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Jarrow Formulas MK-7 90 mcg - Bioactive Form of Vitamin K2 - 120 Servings (Softgels) - For Bone & Cardiovascular Health - Vitamin K2 MK-7 Dietary Supplement - K2 Vitamin Supplement MK-7 - Gluten Free	JF-10002	B00TOASYM8	1	Shipped	1	USD	30.5	2.44							ATLANTA	GA	30329-3903	US			false				false		false		false
111-2901881-8243463	5440964	2025-07-23T05:39:39+00:00	2025-07-23T21:04:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Cepacol Maximum Strength Throat Pain Relief Lozenges Honey Lemon - 16 ct, Pack of 4	UB-40028-4PK	B078YG1BJP	4	Shipped	2	USD	32.98	2.58	6.32	0.5					HOMER	AK	99603-0521	US			false				false		false		false
112-7677713-2740232	112-7677713-2740232	2025-07-23T05:38:26+00:00	2025-07-24T10:11:55+00:00	Shipped	Amazon	Amazon.com		Expedited	Lysol To Go Bundle - 1.5 Ounce Crisp Linen Disinfectant Spray and Lemon Lime Disinfecting Wipes Flat Pack (15 Count)	HYL-8511-8518-FBA	B0BV3C6BVY		Shipped	1	USD	9.5	0.63							EAST ORANGE	NJ	07018-3941	US			false				false		false		false
112-4870774-3023469	112-4870774-3023469	2025-07-23T05:37:48+00:00	2025-07-23T15:34:04+00:00	Shipped	Amazon	Amazon.com		Expedited	NEURIVA Original Brain Supplement for Memory, Focus & Concentration + Learning & Accuracy with Clinically Tested Nootropics Phosphatidylserine and Neu	RB-19635-3PK-FBA	B07QWBGDGF		Shipped	1	USD	81.25	6.5							Chelsea	AL	35043-7139	US			false				false		false		false
113-5562799-1760203	5440959	2025-07-23T05:34:32+00:00	2025-07-24T05:41:01+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Jarrow Formulas® QH-absorb® + PQQ, Dietary Supplement, Antioxidant Support for Mitochondrial Biogenesis, Cellular Energy Production and Cardiovascular Health, 60 Softgels, 60 Day Supply	JF-10007	B010EAND4K	1	Shipped	1	USD	52.5								MUIR	MI	48860-9630	US			false				false		false		false
113-1092851-7230644	5440958	2025-07-23T05:31:01+00:00	2025-07-23T21:04:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	SecondDay	Biofreeze UltraFlex Lidocaine Patches Maximum Strength, Patented Technology, Flexible Pain Relief Patch for Lower Back, Lidocaine Patch for Neck, Knee, Shoulder, Large Pain Patches (Large, 8, Count)	TB-30020-2PK	B0DXSBVL5D	1	Shipped	1	USD	30.0	0.53	11.29						WARRENVILLE	IL	60555-3273	US			false				false		false		false
114-3195522-7757847	114-3195522-7757847	2025-07-23T05:22:21+00:00	2025-07-23T05:22:31+00:00	Pending	Amazon	Amazon.com		Expedited	NEURIVA Plus Brain Supplement for Memory, Focus & Concentration + Cognitive Function with Clinically Tested Nootropics Phosphatidylserine and Neurofac	RBB-19605-2PK-FBA	B09SM67XTG		Unshipped	1	USD	69.2								LAS VEGAS	NV	89141-3968	US			false				false		false		false
113-0374557-1131408	113-0374557-1131408	2025-07-23T05:22:11+00:00	2025-07-24T03:56:35+00:00	Shipped	Amazon	Amazon.com		Expedited	K-Y Liquibeads Silicone-Based Formula 6 Bead Inserts and 6 Applicators Vaginal Moisturizer & Lube for More Comfortable Sex For Men, Women and Couples	IB-60001-3PK-FBA	B010MJNMK8		Shipped	1	USD	37.99	3.7							LOS ANGELES	CA	90034-1060	US			false				false		false		false
112-0248507-3794625	5440957	2025-07-23T05:21:21+00:00	2025-07-23T21:04:44+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Airborne 750mg Vitamin C Immune Support Supplement Gummies for Adults, Zesty Orange Flavor, Gluten Free Crafted Blend with Powerful Antioxidants Vitamins C & E, 42 Gummies (2 Pack)	RB-19579-2PK	B01LYXHMSW	2	Shipped	1	USD	27.98								New YORK	NY	10022	US			false				false		false		false
114-5434867-7953027	5440956	2025-07-23T05:21:10+00:00	2025-07-24T06:06:28+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Omega-3 Krill Oil and Joint Supplement - Megared Joint Care 60 softgels - EPA/DHA fatty acids, Antioxidants, Hyaluronic acid, No fishy burp aftertaste as with Fish Oil	RB-19559	B008M9XW42	1	Shipped	1	USD	27.49								TIGARD	OR	97223-5781	US			false				false		false		false
112-1410322-2884214	5440955	2025-07-23T05:15:43+00:00	2025-07-24T20:42:27+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Durex Pleasure Ring, 1 Count	IB-60024	B071JRNKRK	1	Shipped	1	USD	10.5	0.81							ESCONDIDO	CA	92026-6424	US			false				false		false		false
113-5251688-3433048	113-5251688-3433048	2025-07-23T05:13:34+00:00	2025-07-23T07:43:04+00:00	Shipped	Amazon	Amazon.com		Expedited	Biofreeze Pain Relief Patches, Arthritis Pain Reliver, Knee & Lower Back Pain Relief Patch, Sore Muscle Relief, Neck Pain Relief, FSA Eligible, 3 Pack	TB-30004-3PK-FBA	B07Q39FSMR		Shipped	1	USD	25.55		0.75					0.75	CYPRESS	TX	77433-5412	US			false				false		false		false
111-7338416-8585046	5440954	2025-07-23T05:08:01+00:00	2025-07-23T21:04:43+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Move Free Advanced Glucosamine Chondroitin MSM Joint Support Supplement, Supports Mobility Comfort Strength Flexibility & Bone - 120 Count (Pack of 3)	RBB-19633-3PK	B07Z98X1QZ	3	Shipped	1	USD	66.0	5.12							SAN DIEGO	CA	92124	US			false				false		false		false
111-3281711-1539403	111-3281711-1539403	2025-07-23T05:07:19+00:00	2025-07-25T22:42:05+00:00	Shipped	Amazon	Amazon.com		Expedited	Veet Sensitive Skin Dermatologically Tested 13.5 Fl Oz. 5 Min Men's Hair Removal Gel Cream with Spatula For Body, Chest & Back (2 Pack)	PB-50013-2PK-FBA	B0C7XJYWQH		Shipped	1	USD	24.99	2.55							SEATTLE	WA	98148-2287	US			false				false		false		false
113-8897691-1881819	5440946	2025-07-23T05:06:35+00:00	2025-07-23T21:04:38+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	NextDay	Cepacol Extra Strength Sore Throat & Cough Relief Lozenges, 16 Count, Mixed Berry Flavor, Maximum Numbing, Fast Acting Relieves Sore Throat Pain, and Quiets Cough (Pack of 4)	UB-40011-4PK	B01IAIFB0C	1	Shipped	1	USD	16.75	1.63	11.45	1.12					BEVERLY HILLS	CA	90210-3504	US			false				false		false		false
112-3839453-3879435	112-3839453-3879435	2025-07-23T05:06:04+00:00	2025-07-23T05:06:12+00:00	Pending	Amazon	Amazon.com		Standard	Biofreeze Pain Relief Patches, Arthritis Pain Reliver, Knee & Lower Back Pain Relief Patch, Sore Muscle Relief, Neck Pain Relief, FSA Eligible, 3 Pack	TB-30004-3PK-FBA	B07Q39FSMR		Unshipped	1	USD	25.55								ROYAL PALM BEACH	FL	33411-6809	US	FBA Subscribe & Save Discount		false				false		false		false
111-4713221-9239437	5442705	2025-07-23T05:04:48+00:00	2025-07-24T21:04:45+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	K-Y Jelly Classic Water-Based Personal Lubricant, Water Based Lube Helps Relieve Discomfort, 7 FL OZ (Pack 0f 2)	IB-60039-2PK	B0DDWHKTXR	2	Shipped	1	USD	21.99	1.92							FOUNTAIN VALLEY	CA	92708-5822	US			false				false		false		false
111-4973976-2993060	5440953	2025-07-23T05:04:11+00:00	2025-07-28T02:41:42+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Lysol Pet Cleaning Bundle - 1 Pet Solutions Disinfecting Cleaner (32 Fl Oz) and 1 Odor Eliminator (15 Ounce Aerosol)	HYL-8542-8543	B0BV3BLHL7	1	Shipped	1	USD	23.0	2.36							CHICAGO	IL	60634-4146	US			false				false		false		false
114-9163313-6771425	5440952	2025-07-23T04:59:23+00:00	2025-07-24T18:28:13+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Clearasil Stubborn Acne Control 5in1 Daily Facial Cleansing Pads, 90 Count x Pack of 3	PBP-50005-3PK	B00X8KDEVQ	3	Shipped	1	USD	27.99								MELVILLE	NY	11747-1127	US			false				false		false		false
112-9211070-4486628	112-9211070-4486628	2025-07-23T04:57:34+00:00	2025-07-25T20:43:05+00:00	Shipped	Amazon	Amazon.com		Expedited	Biofreeze Pain Relief Patches, Arthritis Pain Reliver, Knee & Lower Back Pain Relief Patch, Sore Muscle Relief, Neck Pain Relief, FSA Eligible, 3 Pack	TB-30004-3PK-FBA	B07Q39FSMR		Shipped	1	USD	25.55								NEW YORK	NY	10036-6956	US			false				false		false		false
114-3514569-0072219	5440951	2025-07-23T04:57:30+00:00	2025-07-25T08:39:25+00:00	Shipped	Merchant	Amazon.com	WebsiteOrderChannel	Standard	Durex Tropical Condoms, Natural Rubber Latex Condoms for Men, FSA & HSA Eligible, Exciting Flavors, 12 Count (Pack of 3)	IB-60015-3PK	B07NF4KDQD	3	Shipped	1	USD	23.99	1.98							FORT WORTH	TX	76131-1974	US			false				false		false		false
